member_id,member_name,city,credit_score,account_status,late_payment_count,missed_payment_count,total_amount_past_due,total_payments,delinquency_rate,risk_score,risk_tier
MBR-001113,Ryan Harris,Watauga,749.0,Active,11,4,5425.89,43,25.6,24.3,Low Risk
MBR-001116,Anthony Lee,Keller,709.0,Active,10,2,1384.49,49,20.4,15.5,Low Risk
MBR-001117,Dorothy Taylor,North Richland Hills,850.0,Active,9,4,10360.800000000001,24,37.5,26.6,Moderate Risk
MBR-001118,Kevin Thomas,Euless,675.0,Active,5,1,1101.09,10,50.0,10.3,Low Risk
MBR-001122,Christopher Wilson,Dallas,774.0,Active,22,4,1497.17,84,26.2,34.6,Moderate Risk
MBR-001123,Betty Smith,Hurst,731.0,Active,8,1,1018.67,20,40.0,12.7,Low Risk
MBR-001124,Ryan Clark,Weatherford,588.0,Active,10,1,492.55,42,23.8,13.1,Low Risk
MBR-001129,Stephen Lee,Grapevine,674.0,Active,6,3,2431.98,17,35.3,15.2,Low Risk
MBR-001131,Edward Anderson,Weatherford,705.0,Active,3,2,1999.54,21,14.3,7.1,Low Risk
MBR-001134,Jessica Allen,Arlington,716.0,Active,18,4,964.34,71,25.4,29.4,Moderate Risk
MBR-001135,Eric Miller,Euless,660.0,Active,21,9,6795.77,68,30.9,48.3,Moderate Risk
MBR-001136,Cynthia Rivera,Southlake,757.0,Active,12,3,1974.3400000000001,49,24.5,20.8,Low Risk
MBR-001138,Betty Hill,Granbury,581.0,Active,13,3,1310.58,50,26.0,21.7,Low Risk
MBR-001139,Jacob Johnson,Arlington,727.0,Active,9,3,1260.3,41,22.0,16.6,Low Risk
MBR-001140,Cynthia Davis,Arlington,736.0,Active,6,3,1851.63,18,33.3,14.6,Low Risk
MBR-001142,Ronald Hill,North Richland Hills,790.0,Active,7,4,2018.57,27,25.9,17.3,Low Risk
MBR-001143,Timothy Miller,Cleburne,667.0,Active,11,3,5518.28,30,36.7,23.4,Low Risk
MBR-001145,Sarah Johnson,Euless,666.0,Active,7,3,1561.17,24,29.2,15.1,Low Risk
MBR-001146,Anna Garcia,Grapevine,681.0,Active,27,13,12129.66,74,36.5,68.2,High Risk
MBR-001150,Karen Robinson,Benbrook,612.0,Active,5,1,169.76,19,26.3,7.2,Low Risk
MBR-001152,Ryan Nguyen,Bedford,507.0,Active,14,6,5072.22,49,28.6,32.2,Moderate Risk
MBR-001154,Edward Moore,Watauga,574.0,Active,23,8,7940.08,67,34.3,49.6,Moderate Risk
MBR-001155,Karen Carter,Euless,811.0,Active,13,1,303.32,34,38.2,17.9,Low Risk
MBR-001157,Richard Sanchez,Fort Worth,624.0,Active,18,7,6928.62,51,35.3,41.0,Moderate Risk
MBR-001158,Kimberly Johnson,Hurst,850.0,Active,6,3,5592.12,17,35.3,17.4,Low Risk
MBR-001160,Mark Lee,Granbury,654.0,Active,14,4,3633.22,46,30.4,27.1,Moderate Risk
MBR-001161,Stephen Lewis,Haltom City,480.0,Active,4,2,2611.56,11,36.4,10.9,Low Risk
MBR-001162,Nancy Brown,Grapevine,850.0,Active,10,3,4025.79,50,20.0,19.5,Low Risk
MBR-001163,Brenda Sanchez,Hurst,,Active,4,1,1366.42,18,22.2,6.5,Low Risk
MBR-001164,Pamela Martin,Keller,548.0,Active,9,3,10367.0,34,26.5,23.4,Low Risk
MBR-001168,Nancy Davis,Weatherford,725.0,Active,6,3,10360.05,24,25.0,19.7,Low Risk
MBR-001169,Daniel Moore,Dallas,727.0,Active,4,2,542.1700000000001,22,18.2,7.7,Low Risk
MBR-001170,Ronald Walker,Watauga,748.0,Active,12,4,1845.48,40,30.0,23.4,Low Risk
MBR-001171,Dorothy Hernandez,Hurst,740.0,Active,12,4,2536.43,34,35.3,24.5,Low Risk
MBR-001172,Deborah Carter,Arlington,702.0,Active,5,1,512.91,10,50.0,9.9,Low Risk
MBR-001173,Steven White,Arlington,688.0,Active,5,0,0.0,12,41.7,6.5,Low Risk
MBR-001174,Sarah Gonzalez,Euless,674.0,Active,15,5,450.36,47,31.9,28.3,Moderate Risk
MBR-001175,Lisa Young,Fort Worth,619.0,Active,9,2,580.98,47,19.1,13.7,Low Risk
MBR-001176,Deborah Thomas,Burleson,657.0,Active,10,3,4180.719999999999,29,34.5,21.0,Low Risk
MBR-001177,Sandra Perez,Keller,544.0,Active,3,1,516.51,8,37.5,6.3,Low Risk
MBR-001178,Daniel Moore,Burleson,672.0,Active,13,4,5646.65,61,21.3,26.4,Moderate Risk
MBR-001179,Margaret Lewis,Denton,600.0,Active,20,7,4998.03,90,22.2,40.7,Moderate Risk
MBR-001183,Pamela Scott,Granbury,753.0,Active,6,1,261.67,29,20.7,7.9,Low Risk
MBR-001184,Patricia Allen,White Settlement,554.0,Active,11,5,5316.83,26,42.3,28.1,Moderate Risk
MBR-001185,Donald Scott,Southlake,600.0,Active,11,4,2542.56,29,37.9,23.5,Low Risk
MBR-001186,Kenneth Martin,Benbrook,755.0,Active,9,4,2980.3,34,26.5,20.4,Low Risk
MBR-001187,Kimberly Perez,Bedford,601.0,Active,14,5,4615.15,33,42.4,31.1,Moderate Risk
MBR-001189,Jacob Williams,White Settlement,724.0,Active,7,4,1760.2,13,53.8,19.9,Low Risk
MBR-001190,Nicole Robinson,Haltom City,602.0,Active,4,2,363.28,20,20.0,7.7,Low Risk
MBR-001193,Angela Lee,Euless,631.0,Active,6,2,5958.65,25,24.0,14.4,Low Risk
MBR-001194,Charles Moore,White Settlement,705.0,Active,25,8,10436.849999999999,79,31.6,53.5,High Risk
MBR-001195,Dorothy Campbell,Burleson,552.0,Active,29,5,8422.98,76,38.2,51.0,High Risk
MBR-001197,Kimberly Walker,Haltom City,678.0,Active,8,3,2430.79,25,32.0,17.2,Low Risk
MBR-001198,Laura Thomas,Weatherford,724.0,Active,12,6,7940.31,64,18.8,30.9,Moderate Risk
MBR-001200,Jeffrey Brown,Weatherford,789.0,Active,9,2,1927.04,22,40.9,16.8,Low Risk
